Model,Accuracy,Time_seconds
RandomForest,0.8858695652173914,0.06365513801574707
LogisticReg,0.8532608695652174,0.05242586135864258
DecisionTree,0.8043478260869565,0.00864100456237793
SVM,0.8641304347826086,0.016379117965698242
KNN,0.8641304347826086,0.031717777252197266
