Model,Accuracy,Time_seconds
RandomForest,0.7597402597402597,35.41596722602844
LogisticReg,0.7532467532467533,33.7203950881958
DecisionTree,0.7077922077922078,21.098387956619263
SVM,0.7207792207792207,17.476904153823853
KNN,0.6948051948051948,22.146426916122437
