Model,Accuracy,Time_seconds
RandomForest,0.7727272727272727,27.357287883758545
LogisticReg,0.7597402597402597,14.735010147094727
DecisionTree,0.7077922077922078,14.854181289672852
SVM,0.7337662337662337,20.376447916030884
KNN,0.6948051948051948,16.148866176605225
