Model,Accuracy,Time_seconds
RandomForest,0.8315217391304348,40.30511808395386
LogisticReg,0.8641304347826086,27.084547996520996
DecisionTree,0.842391304347826,22.251283884048462
SVM,0.8586956521739131,29.006868362426758
KNN,0.8858695652173914,26.105473041534424
