Model,Accuracy,Time_seconds
RandomForest,0.8097826086956522,57.662392139434814
LogisticReg,0.8586956521739131,44.960986852645874
DecisionTree,0.842391304347826,43.74532604217529
SVM,0.8641304347826086,26.569571018218994
KNN,0.8858695652173914,27.59034490585327
