Model,Accuracy,Time_seconds
RandomForest,0.8369565217391305,16.372106075286865
LogisticReg,0.8641304347826086,2.8237829208374023
DecisionTree,0.7989130434782609,1.520521879196167
SVM,0.8641304347826086,1.9731028079986572
KNN,0.8532608695652174,1.6444780826568604
