Model,Accuracy,Time_seconds
RandomForest,0.659375,0.14034199714660645
LogisticReg,0.575,0.011485099792480469
DecisionTree,0.5625,0.008997917175292969
SVM,0.603125,0.030918121337890625
KNN,0.546875,0.008261680603027344
