Model,Accuracy,Time_seconds
RandomForest,0.956140350877193,20.11602807044983
LogisticReg,0.9736842105263158,16.646640062332153
DecisionTree,0.9298245614035088,13.059078931808472
SVM,0.9824561403508771,11.477445125579834
KNN,0.9473684210526315,16.201723098754883
