Model,Accuracy,Time_seconds
RandomForest,0.9649122807017544,0.08404898643493652
LogisticReg,0.9736842105263158,0.013183832168579102
DecisionTree,0.9385964912280702,0.00943899154663086
SVM,0.9824561403508771,0.0067729949951171875
KNN,0.9473684210526315,0.09281182289123535
