Model,Accuracy,Time_seconds
RandomForest,0.956140350877193,45.34090971946716
LogisticReg,0.9912280701754386,26.976667165756226
DecisionTree,0.9210526315789473,18.70636820793152
SVM,0.9824561403508771,19.307348012924194
KNN,0.9473684210526315,31.29969882965088
