Model,Accuracy,Time_seconds
RandomForest,1.0,46.5766019821167
LogisticReg,1.0,34.6810188293457
DecisionTree,1.0,22.640482902526855
SVM,0.9666666666666667,37.8604793548584
KNN,1.0,25.54328417778015
