Model,Accuracy,Time_seconds
RandomForest,1.0,11.750279188156128
LogisticReg,1.0,0.8073990345001221
DecisionTree,1.0,0.7045180797576904
SVM,0.9666666666666667,0.7212209701538086
KNN,1.0,0.7818470001220703
