Model,Accuracy,Time_seconds
RandomForest,1.0,13.202660083770752
LogisticReg,1.0,0.915729284286499
DecisionTree,1.0,0.8443481922149658
SVM,0.9666666666666667,0.8152120113372803
KNN,1.0,0.8635520935058594
