Model,Accuracy,Time_seconds
RandomForest,1.0,0.04199504852294922
LogisticReg,1.0,0.004961729049682617
DecisionTree,1.0,0.0039098262786865234
SVM,1.0,0.0041637420654296875
KNN,1.0,0.0034852027893066406
