Model,Accuracy,Time_seconds
RandomForest,0.9649122807017544,15.481809854507446
LogisticReg,0.9736842105263158,6.310146808624268
DecisionTree,0.9210526315789473,1.8204240798950195
SVM,0.9824561403508771,1.3968777656555176
KNN,0.9473684210526315,1.52423095703125
