Model,Accuracy,Time_seconds
RandomForest,0.9649122807017544,29.982020139694214
LogisticReg,0.9736842105263158,21.097254753112793
DecisionTree,0.9298245614035088,13.36620306968689
SVM,0.9824561403508771,17.81045889854431
KNN,0.9473684210526315,19.277952909469604
